juice up,Energize or enhance,They juiced up the script with jokes,4
jump at,Seize eagerly,She’ll jump at any opportunity to travel,5
jump at the chance,Eagerly accept,He jumped at the chance to go abroad,5
jump at the opportunity,Eagerly take advantage,They jumped at the opportunity to invest,5
jump before one is pushed,Resign before being fired,He jumped before he was pushed,4
jump down someone's throat,React angrily,No need to jump down my throat!,5
jumped-up,Arrogantly self-important (esp. upstart),A jumped-up little clerk,3
jump for joy,Express great happiness,She jumped for joy when she heard the news,5
jump in one's skin,Startle suddenly,He nearly jumped out of his skin,5
jump on,Criticize or attack,Don’t jump on him for one mistake,5
jump on the bandwagon,Join a popular trend,Everyone’s jumping on the bandwagon,5
jump out,Be noticeable or striking,Her red dress really jumped out,4
jump salty,Become angry or hostile,He got all jump salty after losing,2
jump someone's bones,Have sex with (slang),He just wants to jump her bones,4
jump the gun,Act prematurely,You’re jumping the gun — wait for the signal,5
jump the queue,Skip ahead (UK),Don’t jump the queue!,5
jump the shark,Reach decline after overdoing it,The show jumped the shark last season,5
jump through hoops,Face many obstacles,You’ll have to jump through hoops for that permit,5
jump to conclusions,Assume without enough evidence,Don’t jump to conclusions,5
jungle telegraph,Rumor network (esp. military slang),News spread fast on the jungle telegraph,3
junkyard dog,Tenacious or aggressive person,He fights like a junkyard dog,4
jury is out,Decision not yet made,The jury’s still out on that idea,5
just about,Almost or nearly,That’s just about done,5
just a minute,Wait briefly,Hold on just a minute!,5
just another pretty face,Attractive but lacking depth,She’s not just another pretty face,5
just a second,Wait briefly,Just a second — I’m coming,5
just deserts,What one deserves (esp. punishment),He got his just deserts,5
just folks,Ordinary people,We’re just folks trying to get by,4
just like that,Suddenly or easily,He disappeared just like that,5
just so,Exactly right,She kept everything just so,4
just the same,Nevertheless; still,He failed but tried again just the same,5
kangaroo court,Unfair or illegitimate trial,The hearing was a total kangaroo court,5
kao peh kao bu,Singlish: complain loudly,Stop kao peh kao bu and do your job,2
keel over,Fall down suddenly,He keeled over from exhaustion,5
keep a civil tongue in one's head,Speak politely,Keep a civil tongue in your head when you talk to her,4
keep a close watch,Observe carefully,The guards kept a close watch on the gate,5
keep a cool head,Stay calm under pressure,You need to keep a cool head during exams,5
keep a lid on,Control or hide something,They tried to keep a lid on the scandal,5
keep a low profile,Avoid attention,He’s keeping a low profile after the incident,5
keep an eye on,Watch closely,Can you keep an eye on my bag?,5
keep an eye open,Be alert,Keep an eye open for any trouble,5
keep an eye out,Look for something,Keep an eye out for my email,5
keep an eye peeled,Stay alert for something,Keep your eyes peeled for the sign,5
keep a weather eye open,Be watchful for danger,Keep a weather eye open for storms,4
keep company,Spend time together,They’ve been keeping company for years,4
keep good time,Be punctual or run accurately,That clock keeps good time,4
keep house,Manage a household,She keeps house for her family,4
keep it between the ditches,Stay safe or in control (esp. driving),Keep it between the ditches on the way home,3
keep it in the family,Keep private within a group,Let’s keep it in the family,4
keep it moving,Don’t stop or linger,Nothing to see here — keep it moving,5
keep it one hundred,Be completely honest,He always keeps it one hundred,4
keep it real,Be genuine or authentic,She always keeps it real with her friends,5
keep it together,Remain composed,Try to keep it together during the speech,5
keep it up,Continue doing well,You’re doing great — keep it up!,5
keep off the streets,Avoid trouble,That job will keep him off the streets,4
keep on,Continue,Keep on studying, you’re improving,5
keep on about,Talk persistently about something,He keeps on about his new car,4
keep one's cards close to one's chest,Be secretive,She’s keeping her cards close to her chest,5
keep one's chin up,Stay positive,Keep your chin up — things will improve,5
keep one's cool,Stay calm,He managed to keep his cool under pressure,5
keep one's ears open,Be alert and listen carefully,Keep your ears open for news,5
keep one's eye on the ball,Stay focused,Keep your eye on the ball and don’t get distracted,5
keep one's eyes peeled,Stay alert,Keep your eyes peeled for updates,5
keep one's fingers crossed,Hope for good luck,I’m keeping my fingers crossed for you,5
keep one's hair on,Stay calm (UK),Keep your hair on, it’s not that bad!,4
keep one's head,Stay calm in crisis,He kept his head during the emergency,5
keep one's head above water,Survive financially or emotionally,We’re just keeping our heads above water,5
keep one's head down,Avoid attention or trouble,He’s keeping his head down at work,5
keep one's head on a swivel,Stay alert (esp. sports/military),Keep your head on a swivel out there,4
keep one's knickers on,Stay calm or patient (UK),Keep your knickers on — it’s coming,4
keep one's lips sealed,Keep a secret,My lips are sealed,5
keep one's mouth shut,Stay silent,Keep your mouth shut about this,5
keep one's nose clean,Avoid trouble,He’s kept his nose clean since prison,4
keep one's options open,Remain flexible,She’s keeping her options open for now,5
keep one's pants on,Be patient or calm down,Keep your pants on — we’re leaving soon,4
keep one's pecker up,Stay cheerful (UK idiom),Keep your pecker up, mate!,4
keep one's stick on the ice,Stay focused and ready (sports slang),Keep your stick on the ice out there,3
keep one's temper,Remain calm and not angry,He managed to keep his temper,5
keep one's tits on,Stay calm (vulgar slang),Keep your tits on, it’s fine,2
keep one's voice down,Speak quietly,Keep your voice down, people are sleeping,5
keep on truckin',Continue persistently,Just keep on truckin’, man,5
keep pace,Move or progress equally,She struggled to keep pace with the others,5
keep quiet,Remain silent,Keep quiet during the movie,5
keep shtum,Stay silent (UK slang),He kept shtum about the plan,4
keep someone company,Spend time so someone isn’t alone,I’ll keep you company while you wait,5
keep someone in the loop,Keep someone informed,Please keep me in the loop,5
keep someone on ice,Delay or suspend action,They kept the proposal on ice for months,4
keep someone on their toes,Keep someone alert,The coach keeps the team on their toes,5
keep someone posted,Update someone,Keep me posted on any changes,5
keep someone sweet,Keep someone satisfied to gain favor,They kept investors sweet with bonuses,4
keep someone up at night,Worry or concern someone,That problem keeps me up at night,5
keep straight,Remain organized or not confused,It’s hard to keep everything straight,5
keep tabs on,Monitor or track,She keeps tabs on her kids online,5
keep the ball rolling,Maintain momentum,Let’s keep the ball rolling with the project,5
keep the bones green,Stay young or full of life,He’s old but keeps the bones green,2
keep the home fires burning,Maintain life or morale at home,She kept the home fires burning while he was away,5
keep the peace,Avoid conflict,The police were there to keep the peace,5
keep the pot boiling,Maintain activity or excitement,The scandal kept the pot boiling for weeks,4
keep the show on the road,Continue running smoothly,He kept the show on the road despite the crisis,4
keep the wolf from the door,Avoid poverty,That job just keeps the wolf from the door,4
keep up,Continue; not fall behind,Keep up the good work!,5
keep up appearances,Maintain outward respectability,They’re broke but keeping up appearances,4
keep up with the Joneses,Compete with neighbors socially or financially,He’s always trying to keep up with the Joneses,5
keep up with the times,Stay modern,The company needs to keep up with the times,5
keep watch,Stay alert or guard,The sentries kept watch through the night,5
kernel of truth,Small element of reality in a lie,There’s a kernel of truth in every rumor,5
kettle of fish,Different situation or problem,That’s a whole different kettle of fish,5
keys to the kingdom,Access to great power or privilege,He was given the keys to the kingdom,4
kick a dog when it's down,Attack someone already weak,Don’t kick a dog when it’s down,5
kick against the pricks,Resist authority or inevitability (biblical),He’s just kicking against the pricks,3
kick ass,Perform extremely well or dominate,You kicked ass in that match!,5
kick ass and take names,Win decisively and confidently,They came to kick ass and take names,4
